mv,norm,od,sample_size,method,iterations
1.0,3.0,1.0,600,profile,6
1.0,3.0,2.0,600,profile,1
1.0,3.0,3.0,600,profile,5
1.0,3.0,4.0,600,profile,5
1.0,3.0,5.0,600,profile,4
1.0,3.0,6.0,600,profile,4
1.0,3.0,7.0,600,profile,1
1.0,3.0,8.0,600,profile,1
1.0,3.0,9.0,600,profile,1
1.0,3.0,10.0,600,profile,1
1.0,4.0,1.0,600,profile,4
1.0,4.0,2.0,600,profile,1
1.0,4.0,3.0,600,profile,5
1.0,4.0,4.0,600,profile,5
1.0,4.0,5.0,600,profile,4
1.0,4.0,6.0,600,profile,4
1.0,4.0,7.0,600,profile,4
1.0,4.0,8.0,600,profile,4
1.0,4.0,9.0,600,profile,4
1.0,4.0,10.0,600,profile,1
1.0,5.0,1.0,600,profile,3
1.0,5.0,2.0,600,profile,1
1.0,5.0,3.0,600,profile,4
1.0,5.0,4.0,600,profile,4
1.0,5.0,5.0,600,profile,3
1.0,5.0,6.0,600,profile,3
1.0,5.0,7.0,600,profile,3
1.0,5.0,8.0,600,profile,3
1.0,5.0,9.0,600,profile,3
1.0,5.0,10.0,600,profile,1
2.0,1.0,1.0,600,profile,4
2.0,1.0,2.0,600,profile,1
2.0,1.0,3.0,600,profile,5
2.0,1.0,4.0,600,profile,5
2.0,1.0,5.0,600,profile,1
2.0,1.0,6.0,600,profile,1
2.0,1.0,7.0,600,profile,1
2.0,1.0,8.0,600,profile,1
2.0,1.0,9.0,600,profile,1
2.0,1.0,10.0,600,profile,1
2.0,2.0,1.0,600,profile,5
2.0,2.0,2.0,600,profile,1
2.0,2.0,3.0,600,profile,6
2.0,2.0,4.0,600,profile,6
2.0,2.0,5.0,600,profile,5
2.0,2.0,6.0,600,profile,5
2.0,2.0,7.0,600,profile,5
2.0,2.0,8.0,600,profile,1
2.0,2.0,9.0,600,profile,1
2.0,2.0,10.0,600,profile,1
2.0,3.0,1.0,600,profile,7
2.0,3.0,2.0,600,profile,1
2.0,3.0,3.0,600,profile,6
2.0,3.0,4.0,600,profile,6
2.0,3.0,5.0,600,profile,5
2.0,3.0,6.0,600,profile,5
2.0,3.0,7.0,600,profile,1
2.0,3.0,8.0,600,profile,1
2.0,3.0,9.0,600,profile,1
2.0,3.0,10.0,600,profile,2
2.0,4.0,1.0,600,profile,5
2.0,4.0,2.0,600,profile,1
2.0,4.0,3.0,600,profile,6
2.0,4.0,4.0,600,profile,6
2.0,4.0,5.0,600,profile,5
2.0,4.0,6.0,600,profile,5
2.0,4.0,7.0,600,profile,5
2.0,4.0,8.0,600,profile,5
2.0,4.0,9.0,600,profile,5
2.0,4.0,10.0,600,profile,1
2.0,5.0,1.0,600,profile,4
2.0,5.0,2.0,600,profile,1
2.0,5.0,3.0,600,profile,5
2.0,5.0,4.0,600,profile,5
2.0,5.0,5.0,600,profile,4
2.0,5.0,6.0,600,profile,4
2.0,5.0,7.0,600,profile,4
2.0,5.0,8.0,600,profile,4
2.0,5.0,9.0,600,profile,4
2.0,5.0,10.0,600,profile,1
3.0,1.0,1.0,600,profile,4
3.0,1.0,2.0,600,profile,1
3.0,1.0,3.0,600,profile,5
3.0,1.0,4.0,600,profile,5
3.0,1.0,5.0,600,profile,1
3.0,1.0,6.0,600,profile,1
3.0,1.0,7.0,600,profile,1
3.0,1.0,8.0,600,profile,1
3.0,1.0,9.0,600,profile,1
3.0,1.0,10.0,600,profile,1
3.0,2.0,1.0,600,profile,5
3.0,2.0,2.0,600,profile,1
3.0,2.0,3.0,600,profile,6
3.0,2.0,4.0,600,profile,6
3.0,2.0,5.0,600,profile,5
3.0,2.0,6.0,600,profile,5
3.0,2.0,7.0,600,profile,5
3.0,2.0,8.0,600,profile,1
3.0,2.0,9.0,600,profile,1
3.0,2.0,10.0,600,profile,1
3.0,3.0,1.0,600,profile,7
3.0,3.0,2.0,600,profile,1
3.0,3.0,3.0,600,profile,6
3.0,3.0,4.0,600,profile,6
3.0,3.0,5.0,600,profile,5
3.0,3.0,6.0,600,profile,5
3.0,3.0,7.0,600,profile,1
3.0,3.0,8.0,600,profile,1
3.0,3.0,9.0,600,profile,1
3.0,3.0,10.0,600,profile,2
3.0,4.0,1.0,600,profile,5
3.0,4.0,2.0,600,profile,1
3.0,4.0,3.0,600,profile,6
3.0,4.0,4.0,600,profile,6
3.0,4.0,5.0,600,profile,5
3.0,4.0,6.0,600,profile,5
3.0,4.0,7.0,600,profile,5
3.0,4.0,8.0,600,profile,5
3.0,4.0,9.0,600,profile,5
3.0,4.0,10.0,600,profile,1
3.0,5.0,1.0,600,profile,4
3.0,5.0,2.0,600,profile,1
3.0,5.0,3.0,600,profile,5
3.0,5.0,4.0,600,profile,5
3.0,5.0,5.0,600,profile,4
3.0,5.0,6.0,600,profile,4
3.0,5.0,7.0,600,profile,4
3.0,5.0,8.0,600,profile,4
3.0,5.0,9.0,600,profile,4
3.0,5.0,10.0,600,profile,1
4.0,1.0,1.0,600,profile,4
4.0,1.0,2.0,600,profile,1
4.0,1.0,3.0,600,profile,5
4.0,1.0,4.0,600,profile,5
4.0,1.0,5.0,600,profile,1
4.0,1.0,6.0,600,profile,1
4.0,1.0,7.0,600,profile,1
4.0,1.0,8.0,600,profile,1
4.0,1.0,9.0,600,profile,1
4.0,1.0,10.0,600,profile,1
4.0,2.0,1.0,600,profile,5
4.0,2.0,2.0,600,profile,1
4.0,2.0,3.0,600,profile,6
4.0,2.0,4.0,600,profile,6
4.0,2.0,5.0,600,profile,5
4.0,2.0,6.0,600,profile,5
4.0,2.0,7.0,600,profile,5
4.0,2.0,8.0,600,profile,1
4.0,2.0,9.0,600,profile,1
4.0,2.0,10.0,600,profile,1
4.0,3.0,1.0,600,profile,7
4.0,3.0,2.0,600,profile,1
4.0,3.0,3.0,600,profile,6
4.0,3.0,4.0,600,profile,6
4.0,3.0,5.0,600,profile,5
4.0,3.0,6.0,600,profile,5
4.0,3.0,7.0,600,profile,1
4.0,3.0,8.0,600,profile,1
4.0,3.0,9.0,600,profile,1
4.0,3.0,10.0,600,profile,2
4.0,4.0,1.0,600,profile,5
4.0,4.0,2.0,600,profile,1
4.0,4.0,3.0,600,profile,6
4.0,4.0,4.0,600,profile,6
4.0,4.0,5.0,600,profile,5
4.0,4.0,6.0,600,profile,5
4.0,4.0,7.0,600,profile,5
4.0,4.0,8.0,600,profile,5
4.0,4.0,9.0,600,profile,5
4.0,4.0,10.0,600,profile,1
4.0,5.0,1.0,600,profile,4
4.0,5.0,2.0,600,profile,1
4.0,5.0,3.0,600,profile,5
4.0,5.0,4.0,600,profile,5
4.0,5.0,5.0,600,profile,4
4.0,5.0,6.0,600,profile,4
4.0,5.0,7.0,600,profile,4
4.0,5.0,8.0,600,profile,4
4.0,5.0,9.0,600,profile,4
4.0,5.0,10.0,600,profile,1
5.0,1.0,1.0,600,profile,4
5.0,1.0,2.0,600,profile,1
5.0,1.0,3.0,600,profile,5
5.0,1.0,4.0,600,profile,5
5.0,1.0,5.0,600,profile,1
5.0,1.0,6.0,600,profile,1
5.0,1.0,7.0,600,profile,1
5.0,1.0,8.0,600,profile,1
5.0,1.0,9.0,600,profile,1
5.0,1.0,10.0,600,profile,1
5.0,2.0,1.0,600,profile,5
5.0,2.0,2.0,600,profile,1
5.0,2.0,3.0,600,profile,6
5.0,2.0,4.0,600,profile,6
5.0,2.0,5.0,600,profile,5
5.0,2.0,6.0,600,profile,5
5.0,2.0,7.0,600,profile,5
5.0,2.0,8.0,600,profile,1
5.0,2.0,9.0,600,profile,1
5.0,2.0,10.0,600,profile,1
5.0,3.0,1.0,600,profile,7
5.0,3.0,2.0,600,profile,1
5.0,3.0,3.0,600,profile,6
5.0,3.0,4.0,600,profile,6
5.0,3.0,5.0,600,profile,5
5.0,3.0,6.0,600,profile,5
5.0,3.0,7.0,600,profile,1
5.0,3.0,8.0,600,profile,1
5.0,3.0,9.0,600,profile,1
5.0,3.0,10.0,600,profile,2
5.0,4.0,1.0,600,profile,5
5.0,4.0,2.0,600,profile,1
5.0,4.0,3.0,600,profile,6
5.0,4.0,4.0,600,profile,6
5.0,4.0,5.0,600,profile,5
5.0,4.0,6.0,600,profile,5
5.0,4.0,7.0,600,profile,5
5.0,4.0,8.0,600,profile,5
5.0,4.0,9.0,600,profile,5
5.0,4.0,10.0,600,profile,1
5.0,5.0,1.0,600,profile,4
5.0,5.0,2.0,600,profile,1
5.0,5.0,3.0,600,profile,5
5.0,5.0,4.0,600,profile,5
5.0,5.0,5.0,600,profile,4
5.0,5.0,6.0,600,profile,4
5.0,5.0,7.0,600,profile,4
5.0,5.0,8.0,600,profile,4
5.0,5.0,9.0,600,profile,4
5.0,5.0,10.0,600,profile,1
6.0,1.0,1.0,600,profile,4
6.0,1.0,2.0,600,profile,1
6.0,1.0,3.0,600,profile,5
6.0,1.0,4.0,600,profile,5
6.0,1.0,5.0,600,profile,1
6.0,1.0,6.0,600,profile,1
6.0,1.0,7.0,600,profile,1
6.0,1.0,8.0,600,profile,1
6.0,1.0,9.0,600,profile,1
6.0,1.0,10.0,600,profile,1
6.0,2.0,1.0,600,profile,5
6.0,2.0,2.0,600,profile,1
6.0,2.0,3.0,600,profile,6
6.0,2.0,4.0,600,profile,6
6.0,2.0,5.0,600,profile,5
6.0,2.0,6.0,600,profile,5
6.0,2.0,7.0,600,profile,5
6.0,2.0,8.0,600,profile,1
6.0,2.0,9.0,600,profile,1
6.0,2.0,10.0,600,profile,1
6.0,3.0,1.0,600,profile,7
6.0,3.0,2.0,600,profile,1
6.0,3.0,3.0,600,profile,6
6.0,3.0,4.0,600,profile,6
6.0,3.0,5.0,600,profile,5
6.0,3.0,6.0,600,profile,5
6.0,3.0,7.0,600,profile,1
6.0,3.0,8.0,600,profile,1
6.0,3.0,9.0,600,profile,1
6.0,3.0,10.0,600,profile,2
6.0,4.0,1.0,600,profile,5
6.0,4.0,2.0,600,profile,1
6.0,4.0,3.0,600,profile,6
6.0,4.0,4.0,600,profile,6
6.0,4.0,5.0,600,profile,5
6.0,4.0,6.0,600,profile,5
6.0,4.0,7.0,600,profile,5
6.0,4.0,8.0,600,profile,5
6.0,4.0,9.0,600,profile,5
6.0,4.0,10.0,600,profile,1
6.0,5.0,1.0,600,profile,4
6.0,5.0,2.0,600,profile,1
6.0,5.0,3.0,600,profile,5
6.0,5.0,4.0,600,profile,5
6.0,5.0,5.0,600,profile,4
6.0,5.0,6.0,600,profile,4
6.0,5.0,7.0,600,profile,4
6.0,5.0,8.0,600,profile,4
6.0,5.0,9.0,600,profile,4
6.0,5.0,10.0,600,profile,1
7.0,1.0,1.0,600,profile,4
7.0,1.0,2.0,600,profile,1
7.0,1.0,3.0,600,profile,5
7.0,1.0,4.0,600,profile,5
7.0,1.0,5.0,600,profile,1
7.0,1.0,6.0,600,profile,1
7.0,1.0,7.0,600,profile,1
7.0,1.0,8.0,600,profile,1
7.0,1.0,9.0,600,profile,1
7.0,1.0,10.0,600,profile,1
7.0,2.0,1.0,600,profile,5
7.0,2.0,2.0,600,profile,1
7.0,2.0,3.0,600,profile,6
7.0,2.0,4.0,600,profile,6
7.0,2.0,5.0,600,profile,5
7.0,2.0,6.0,600,profile,5
7.0,2.0,7.0,600,profile,5
7.0,2.0,8.0,600,profile,1
7.0,2.0,9.0,600,profile,1
7.0,2.0,10.0,600,profile,1
7.0,3.0,1.0,600,profile,7
7.0,3.0,2.0,600,profile,1
7.0,3.0,3.0,600,profile,6
7.0,3.0,4.0,600,profile,6
7.0,3.0,5.0,600,profile,5
7.0,3.0,6.0,600,profile,5
7.0,3.0,7.0,600,profile,1
7.0,3.0,8.0,600,profile,1
7.0,3.0,9.0,600,profile,1
7.0,3.0,10.0,600,profile,2
7.0,4.0,1.0,600,profile,5
7.0,4.0,2.0,600,profile,1
7.0,4.0,3.0,600,profile,6
7.0,4.0,4.0,600,profile,6
7.0,4.0,5.0,600,profile,5
7.0,4.0,6.0,600,profile,5
7.0,4.0,7.0,600,profile,5
7.0,4.0,8.0,600,profile,5
7.0,4.0,9.0,600,profile,5
7.0,4.0,10.0,600,profile,1
7.0,5.0,1.0,600,profile,4
7.0,5.0,2.0,600,profile,1
7.0,5.0,3.0,600,profile,5
7.0,5.0,4.0,600,profile,5
7.0,5.0,5.0,600,profile,4
7.0,5.0,6.0,600,profile,4
7.0,5.0,7.0,600,profile,4
7.0,5.0,8.0,600,profile,4
7.0,5.0,9.0,600,profile,4
7.0,5.0,10.0,600,profile,1
8.0,1.0,1.0,600,profile,4
8.0,1.0,2.0,600,profile,1
8.0,1.0,3.0,600,profile,5
8.0,1.0,4.0,600,profile,5
8.0,1.0,5.0,600,profile,1
8.0,1.0,6.0,600,profile,1
8.0,1.0,7.0,600,profile,1
8.0,1.0,8.0,600,profile,1
8.0,1.0,9.0,600,profile,1
8.0,1.0,10.0,600,profile,1
8.0,2.0,1.0,600,profile,5
8.0,2.0,2.0,600,profile,1
8.0,2.0,3.0,600,profile,6
8.0,2.0,4.0,600,profile,6
8.0,2.0,5.0,600,profile,5
8.0,2.0,6.0,600,profile,5
8.0,2.0,7.0,600,profile,5
8.0,2.0,8.0,600,profile,1
8.0,2.0,9.0,600,profile,1
8.0,2.0,10.0,600,profile,1
8.0,3.0,1.0,600,profile,7
8.0,3.0,2.0,600,profile,1
8.0,3.0,3.0,600,profile,6
8.0,3.0,4.0,600,profile,6
8.0,3.0,5.0,600,profile,5
8.0,3.0,6.0,600,profile,5
8.0,3.0,7.0,600,profile,1
8.0,3.0,8.0,600,profile,1
8.0,3.0,9.0,600,profile,1
8.0,3.0,10.0,600,profile,2
8.0,4.0,1.0,600,profile,5
8.0,4.0,2.0,600,profile,1
8.0,4.0,3.0,600,profile,6
8.0,4.0,4.0,600,profile,6
8.0,4.0,5.0,600,profile,5
8.0,4.0,6.0,600,profile,5
8.0,4.0,7.0,600,profile,5
8.0,4.0,8.0,600,profile,5
8.0,4.0,9.0,600,profile,5
8.0,4.0,10.0,600,profile,1
8.0,5.0,1.0,600,profile,4
8.0,5.0,2.0,600,profile,1
8.0,5.0,3.0,600,profile,5
8.0,5.0,4.0,600,profile,5
8.0,5.0,5.0,600,profile,4
8.0,5.0,6.0,600,profile,4
8.0,5.0,7.0,600,profile,4
8.0,5.0,8.0,600,profile,4
8.0,5.0,9.0,600,profile,4
8.0,5.0,10.0,600,profile,1
9.0,1.0,1.0,600,profile,4
9.0,1.0,2.0,600,profile,1
9.0,1.0,3.0,600,profile,5
9.0,1.0,4.0,600,profile,5
9.0,1.0,5.0,600,profile,1
9.0,1.0,6.0,600,profile,1
9.0,1.0,7.0,600,profile,1
9.0,1.0,8.0,600,profile,1
9.0,1.0,9.0,600,profile,1
9.0,1.0,10.0,600,profile,1
9.0,2.0,1.0,600,profile,5
9.0,2.0,2.0,600,profile,1
9.0,2.0,3.0,600,profile,6
9.0,2.0,4.0,600,profile,6
9.0,2.0,5.0,600,profile,5
9.0,2.0,6.0,600,profile,5
9.0,2.0,7.0,600,profile,5
9.0,2.0,8.0,600,profile,1
9.0,2.0,9.0,600,profile,1
9.0,2.0,10.0,600,profile,1
9.0,3.0,1.0,600,profile,7
9.0,3.0,2.0,600,profile,1
9.0,3.0,3.0,600,profile,6
9.0,3.0,4.0,600,profile,6
9.0,3.0,5.0,600,profile,5
9.0,3.0,6.0,600,profile,5
9.0,3.0,7.0,600,profile,1
9.0,3.0,8.0,600,profile,1
9.0,3.0,9.0,600,profile,1
9.0,3.0,10.0,600,profile,2
9.0,4.0,1.0,600,profile,5
9.0,4.0,2.0,600,profile,1
9.0,4.0,3.0,600,profile,6
9.0,4.0,4.0,600,profile,6
9.0,4.0,5.0,600,profile,5
9.0,4.0,6.0,600,profile,5
9.0,4.0,7.0,600,profile,5
9.0,4.0,8.0,600,profile,5
9.0,4.0,9.0,600,profile,5
9.0,4.0,10.0,600,profile,1
9.0,5.0,1.0,600,profile,4
9.0,5.0,2.0,600,profile,1
9.0,5.0,3.0,600,profile,5
9.0,5.0,4.0,600,profile,5
9.0,5.0,5.0,600,profile,4
9.0,5.0,6.0,600,profile,4
9.0,5.0,7.0,600,profile,4
9.0,5.0,8.0,600,profile,4
9.0,5.0,9.0,600,profile,4
9.0,5.0,10.0,600,profile,1
10.0,1.0,1.0,600,profile,4
10.0,1.0,2.0,600,profile,1
10.0,1.0,3.0,600,profile,5
10.0,1.0,4.0,600,profile,5
10.0,1.0,5.0,600,profile,1
10.0,1.0,6.0,600,profile,1
10.0,1.0,7.0,600,profile,1
10.0,1.0,8.0,600,profile,1
10.0,1.0,9.0,600,profile,1
10.0,1.0,10.0,600,profile,1
10.0,2.0,1.0,600,profile,5
10.0,2.0,2.0,600,profile,1
10.0,2.0,3.0,600,profile,6
10.0,2.0,4.0,600,profile,6
10.0,2.0,5.0,600,profile,5
10.0,2.0,6.0,600,profile,5
10.0,2.0,7.0,600,profile,5
10.0,2.0,8.0,600,profile,1
10.0,2.0,9.0,600,profile,1
10.0,2.0,10.0,600,profile,1
10.0,3.0,1.0,600,profile,7
10.0,3.0,2.0,600,profile,1
10.0,3.0,3.0,600,profile,6
10.0,3.0,4.0,600,profile,6
10.0,3.0,5.0,600,profile,5
10.0,3.0,6.0,600,profile,5
10.0,3.0,7.0,600,profile,1
10.0,3.0,8.0,600,profile,1
10.0,3.0,9.0,600,profile,1
10.0,3.0,10.0,600,profile,2
10.0,4.0,1.0,600,profile,5
10.0,4.0,2.0,600,profile,1
10.0,4.0,3.0,600,profile,6
10.0,4.0,4.0,600,profile,6
10.0,4.0,5.0,600,profile,5
10.0,4.0,6.0,600,profile,5
10.0,4.0,7.0,600,profile,5
10.0,4.0,8.0,600,profile,5
10.0,4.0,9.0,600,profile,5
10.0,4.0,10.0,600,profile,1
10.0,5.0,1.0,600,profile,4
10.0,5.0,2.0,600,profile,1
10.0,5.0,3.0,600,profile,5
10.0,5.0,4.0,600,profile,5
10.0,5.0,5.0,600,profile,4
10.0,5.0,6.0,600,profile,4
10.0,5.0,7.0,600,profile,4
10.0,5.0,8.0,600,profile,4
10.0,5.0,9.0,600,profile,4
10.0,5.0,10.0,600,profile,1
11.0,1.0,1.0,600,profile,4
11.0,1.0,2.0,600,profile,1
11.0,1.0,3.0,600,profile,5
11.0,1.0,4.0,600,profile,5
11.0,1.0,5.0,600,profile,1
11.0,1.0,6.0,600,profile,1
11.0,1.0,7.0,600,profile,1
11.0,1.0,8.0,600,profile,1
11.0,1.0,9.0,600,profile,1
11.0,1.0,10.0,600,profile,1
11.0,2.0,1.0,600,profile,5
11.0,2.0,2.0,600,profile,1
11.0,2.0,3.0,600,profile,6
11.0,2.0,4.0,600,profile,6
11.0,2.0,5.0,600,profile,5
11.0,2.0,6.0,600,profile,5
11.0,2.0,7.0,600,profile,5
11.0,2.0,8.0,600,profile,1
11.0,2.0,9.0,600,profile,1
11.0,2.0,10.0,600,profile,1
11.0,3.0,1.0,600,profile,7
11.0,3.0,2.0,600,profile,1
11.0,3.0,3.0,600,profile,6
11.0,3.0,4.0,600,profile,6
11.0,3.0,5.0,600,profile,5
11.0,3.0,6.0,600,profile,5
11.0,3.0,7.0,600,profile,1
11.0,3.0,8.0,600,profile,1
11.0,3.0,9.0,600,profile,1
11.0,3.0,10.0,600,profile,2
11.0,4.0,1.0,600,profile,5
11.0,4.0,2.0,600,profile,1
11.0,4.0,3.0,600,profile,6
11.0,4.0,4.0,600,profile,6
11.0,4.0,5.0,600,profile,5
11.0,4.0,6.0,600,profile,5
11.0,4.0,7.0,600,profile,5
11.0,4.0,8.0,600,profile,5
11.0,4.0,9.0,600,profile,5
11.0,4.0,10.0,600,profile,1
11.0,5.0,1.0,600,profile,4
11.0,5.0,2.0,600,profile,1
11.0,5.0,3.0,600,profile,5
11.0,5.0,4.0,600,profile,5
11.0,5.0,5.0,600,profile,4
11.0,5.0,6.0,600,profile,4
11.0,5.0,7.0,600,profile,4
11.0,5.0,8.0,600,profile,4
11.0,5.0,9.0,600,profile,4
11.0,5.0,10.0,600,profile,1
12.0,1.0,1.0,600,profile,3
12.0,1.0,2.0,600,profile,1
12.0,1.0,3.0,600,profile,5
12.0,1.0,4.0,600,profile,5
12.0,1.0,5.0,600,profile,1
12.0,1.0,6.0,600,profile,1
12.0,1.0,7.0,600,profile,1
12.0,1.0,8.0,600,profile,1
12.0,1.0,9.0,600,profile,1
12.0,1.0,10.0,600,profile,1
12.0,2.0,1.0,600,profile,4
12.0,2.0,2.0,600,profile,1
12.0,2.0,3.0,600,profile,5
12.0,2.0,4.0,600,profile,6
12.0,2.0,5.0,600,profile,5
12.0,2.0,6.0,600,profile,4
12.0,2.0,7.0,600,profile,4
12.0,2.0,8.0,600,profile,1
12.0,2.0,9.0,600,profile,1
12.0,2.0,10.0,600,profile,1
12.0,3.0,1.0,600,profile,6
12.0,3.0,2.0,600,profile,1
12.0,3.0,3.0,600,profile,6
12.0,3.0,4.0,600,profile,6
12.0,3.0,5.0,600,profile,5
12.0,3.0,6.0,600,profile,4
12.0,3.0,7.0,600,profile,1
12.0,3.0,8.0,600,profile,1
12.0,3.0,9.0,600,profile,1
12.0,3.0,10.0,600,profile,2
12.0,4.0,1.0,600,profile,4
12.0,4.0,2.0,600,profile,1
12.0,4.0,3.0,600,profile,6
12.0,4.0,4.0,600,profile,5
12.0,4.0,5.0,600,profile,5
12.0,4.0,6.0,600,profile,4
12.0,4.0,7.0,600,profile,5
12.0,4.0,8.0,600,profile,4
12.0,4.0,9.0,600,profile,5
12.0,4.0,10.0,600,profile,1
12.0,5.0,1.0,600,profile,3
12.0,5.0,2.0,600,profile,1
12.0,5.0,3.0,600,profile,4
12.0,5.0,4.0,600,profile,4
12.0,5.0,5.0,600,profile,3
12.0,5.0,6.0,600,profile,3
12.0,5.0,7.0,600,profile,3
12.0,5.0,8.0,600,profile,3
12.0,5.0,9.0,600,profile,3
12.0,5.0,10.0,600,profile,1
1.0,1.0,1.0,495,profile,1
1.0,1.0,2.0,495,profile,1
1.0,1.0,3.0,495,profile,1
1.0,1.0,4.0,495,profile,1
1.0,1.0,5.0,495,profile,1
1.0,1.0,6.0,495,profile,1
1.0,1.0,7.0,495,profile,1
1.0,1.0,8.0,495,profile,1
1.0,1.0,9.0,495,profile,1
1.0,2.0,1.0,495,profile,2
1.0,2.0,2.0,495,profile,1
1.0,2.0,3.0,495,profile,2
1.0,2.0,4.0,495,profile,2
1.0,2.0,5.0,495,profile,1
1.0,2.0,6.0,495,profile,1
1.0,2.0,7.0,495,profile,1
1.0,2.0,8.0,495,profile,1
1.0,2.0,9.0,495,profile,1
1.0,3.0,1.0,495,profile,2
1.0,3.0,2.0,495,profile,1
1.0,3.0,3.0,495,profile,2
1.0,3.0,4.0,495,profile,2
1.0,3.0,5.0,495,profile,1
1.0,3.0,6.0,495,profile,1
1.0,3.0,7.0,495,profile,1
1.0,3.0,8.0,495,profile,1
1.0,3.0,9.0,495,profile,1
1.0,4.0,1.0,495,profile,5
1.0,4.0,2.0,495,profile,1
1.0,4.0,3.0,495,profile,9
1.0,4.0,4.0,495,profile,6
1.0,4.0,5.0,495,profile,1
1.0,4.0,6.0,495,profile,1
1.0,4.0,7.0,495,profile,1
1.0,4.0,8.0,495,profile,1
1.0,4.0,9.0,495,profile,1
1.0,5.0,1.0,495,profile,4
1.0,5.0,2.0,495,profile,1
1.0,5.0,3.0,495,profile,5
1.0,5.0,4.0,495,profile,5
1.0,5.0,5.0,495,profile,1
1.0,5.0,6.0,495,profile,1
1.0,5.0,7.0,495,profile,1
1.0,5.0,8.0,495,profile,1
1.0,5.0,9.0,495,profile,1
2.0,1.0,1.0,495,profile,2
2.0,1.0,2.0,495,profile,1
2.0,1.0,3.0,495,profile,2
2.0,1.0,4.0,495,profile,2
2.0,1.0,5.0,495,profile,1
2.0,1.0,6.0,495,profile,1
2.0,1.0,7.0,495,profile,1
2.0,1.0,8.0,495,profile,1
2.0,1.0,9.0,495,profile,1
2.0,2.0,1.0,495,profile,3
2.0,2.0,2.0,495,profile,1
2.0,2.0,3.0,495,profile,3
2.0,2.0,4.0,495,profile,3
2.0,2.0,5.0,495,profile,2
2.0,2.0,6.0,495,profile,2
2.0,2.0,7.0,495,profile,2
2.0,2.0,8.0,495,profile,1
2.0,2.0,9.0,495,profile,1
2.0,3.0,1.0,495,profile,3
2.0,3.0,2.0,495,profile,1
2.0,3.0,3.0,495,profile,3
2.0,3.0,4.0,495,profile,3
2.0,3.0,5.0,495,profile,2
2.0,3.0,6.0,495,profile,2
2.0,3.0,7.0,495,profile,1
2.0,3.0,8.0,495,profile,1
2.0,3.0,9.0,495,profile,1
2.0,4.0,1.0,495,profile,6
2.0,4.0,2.0,495,profile,1
2.0,4.0,3.0,495,profile,10
2.0,4.0,4.0,495,profile,7
2.0,4.0,5.0,495,profile,2
2.0,4.0,6.0,495,profile,2
2.0,4.0,7.0,495,profile,2
2.0,4.0,8.0,495,profile,2
2.0,4.0,9.0,495,profile,2
2.0,5.0,1.0,495,profile,5
2.0,5.0,2.0,495,profile,1
2.0,5.0,3.0,495,profile,6
2.0,5.0,4.0,495,profile,6
2.0,5.0,5.0,495,profile,2
2.0,5.0,6.0,495,profile,2
2.0,5.0,7.0,495,profile,2
2.0,5.0,8.0,495,profile,2
2.0,5.0,9.0,495,profile,2
3.0,1.0,1.0,495,profile,2
3.0,1.0,2.0,495,profile,1
3.0,1.0,3.0,495,profile,2
3.0,1.0,4.0,495,profile,2
3.0,1.0,5.0,495,profile,1
3.0,1.0,6.0,495,profile,1
3.0,1.0,7.0,495,profile,1
3.0,1.0,8.0,495,profile,1
3.0,1.0,9.0,495,profile,1
3.0,2.0,1.0,495,profile,3
3.0,2.0,2.0,495,profile,1
3.0,2.0,3.0,495,profile,3
3.0,2.0,4.0,495,profile,3
3.0,2.0,5.0,495,profile,2
3.0,2.0,6.0,495,profile,2
3.0,2.0,7.0,495,profile,2
3.0,2.0,8.0,495,profile,1
3.0,2.0,9.0,495,profile,1
3.0,3.0,1.0,495,profile,3
3.0,3.0,2.0,495,profile,1
3.0,3.0,3.0,495,profile,3
3.0,3.0,4.0,495,profile,3
3.0,3.0,5.0,495,profile,2
3.0,3.0,6.0,495,profile,2
3.0,3.0,7.0,495,profile,1
3.0,3.0,8.0,495,profile,1
3.0,3.0,9.0,495,profile,1
3.0,4.0,1.0,495,profile,6
3.0,4.0,2.0,495,profile,1
3.0,4.0,3.0,495,profile,10
3.0,4.0,4.0,495,profile,7
3.0,4.0,5.0,495,profile,2
3.0,4.0,6.0,495,profile,2
3.0,4.0,7.0,495,profile,2
3.0,4.0,8.0,495,profile,2
3.0,4.0,9.0,495,profile,2
3.0,5.0,1.0,495,profile,5
3.0,5.0,2.0,495,profile,1
3.0,5.0,3.0,495,profile,6
3.0,5.0,4.0,495,profile,6
3.0,5.0,5.0,495,profile,2
3.0,5.0,6.0,495,profile,2
3.0,5.0,7.0,495,profile,2
3.0,5.0,8.0,495,profile,2
3.0,5.0,9.0,495,profile,2
4.0,1.0,1.0,495,profile,2
4.0,1.0,2.0,495,profile,1
4.0,1.0,3.0,495,profile,2
4.0,1.0,4.0,495,profile,2
4.0,1.0,5.0,495,profile,1
4.0,1.0,6.0,495,profile,1
4.0,1.0,7.0,495,profile,1
4.0,1.0,8.0,495,profile,1
4.0,1.0,9.0,495,profile,1
4.0,2.0,1.0,495,profile,3
4.0,2.0,2.0,495,profile,1
4.0,2.0,3.0,495,profile,3
4.0,2.0,4.0,495,profile,3
4.0,2.0,5.0,495,profile,2
4.0,2.0,6.0,495,profile,2
4.0,2.0,7.0,495,profile,2
4.0,2.0,8.0,495,profile,1
4.0,2.0,9.0,495,profile,1
4.0,3.0,1.0,495,profile,3
4.0,3.0,2.0,495,profile,1
